Register_Number,Paper_Code,Total_Score,Q001_Status,Q002_Status,Q003_Status,Q004_Status,Q005_Status,Q006_Status,Q007_Status,Q008_Status,Q009_Status,Q010_Status,Q011_Status,Q012_Status,Q013_Status,Q014_Status,Q015_Status,Q016_Status,Q017_Status,Q018_Status,Q019_Status,Q020_Status,Q021_Status,Q022_Status,Q023_Status,Q024_Status,Q025_Status,Q026_Status,Q027_Status,Q028_Status,Q029_Status,Q030_Status,Q031_Status,Q032_Status,Q033_Status,Q034_Status,Q035_Status,Q036_Status,Q037_Status,Q038_Status,Q039_Status,Q040_Status,Q041_Status,Q042_Status,Q043_Status,Q044_Status,Q045_Status,Q046_Status,Q047_Status,Q048_Status,Q049_Status,Q050_Status,Q051_Status,Q052_Status,Q053_Status,Q054_Status,Q055_Status,Q056_Status,Q057_Status,Q058_Status,Q059_Status,Q060_Status,Q061_Status,Q062_Status,Q063_Status,Q064_Status,Q065_Status,Q066_Status,Q067_Status,Q068_Status,Q069_Status,Q070_Status,Q071_Status,Q072_Status,Q073_Status,Q074_Status,Q075_Status,Q076_Status,Q077_Status,Q078_Status,Q079_Status,Q080_Status,Q081_Status,Q082_Status,Q083_Status,Q084_Status,Q085_Status,Q086_Status,Q087_Status,Q088_Status,Q089_Status,Q090_Status,Q091_Status,Q092_Status,Q093_Status,Q094_Status,Q095_Status,Q096_Status,Q097_Status,Q098_Status,Q099_Status,Q100_Status,Rank_Range
210171216,D1,28,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,17965-18447
323282277,B1,28,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,17965-18447
260171347,C1,28,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Grace,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,17965-18447
313282468,A1,28,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,17965-18447
206171284,D1,28,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Grace,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,17965-18447
209171269,A1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Right,Right,Blank,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Blank,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Blank,Blank,Wrong,Right,Wrong,Blank,Blank,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Blank,Blank,Wrong,Blank,Blank,Wrong,Blank,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Grace,Blank,Wrong,Blank,Grace,Wrong,Blank,Wrong,Right,Wrong,Wrong,Wrong,Right,Blank,Blank,Right,Right,17965-18447
213171151,C1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Blank,Blank,Blank,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,17965-18447
328191282,C?,28,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Blank,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Blank,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,17965-18447
260171342,B1,28,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,17965-18447
201171261,A1,28,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,17965-18447
231171326,B1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Grace,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,17965-18447
246171068,C1,28,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,17965-18447
208171739,C1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,17965-18447
257171133,A1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Blank,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,17965-18447
219171185,A1,28,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Right,17965-18447
825617121,??,28,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,17965-18447
243171089,A1,28,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,17965-18447
258171407,C1,28,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,17965-18447
237171318,B1,28,Right,Blank,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Blank,Blank,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Blank,Right,Wrong,Blank,Blank,Blank,Blank,Right,Right,Wrong,Wrong,Blank,Right,Blank,Blank,Blank,Blank,Wrong,Blank,Right,Blank,Blank,Blank,Right,Blank,Grace,Right,Blank,Blank,Grace,Blank,Blank,Blank,Blank,Blank,Right,Right,Right,Wrong,Blank,Wrong,Wrong,Right,Wrong,Blank,Wrong,Wrong,Right,Right,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Grace,Wrong,17965-18447
240171038,B1,28,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,17965-18447
234171213,A1,28,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Grace,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,17965-18447
262171064,B?,28,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,17965-18447
245171003,C1,28,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Right,Grace,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,17965-18447
209171932,D1,28,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,17965-18447
247171244,D1,28,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Grace,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,17965-18447
243171279,C1,28,Wrong,Wrong,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Wrong,Right,Right,17965-18447
202171362,B1,28,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Blank,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Blank,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,17965-18447
248171112,D1,28,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Right,Grace,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,17965-18447
